Nome Completo;Nome Urna;Cargo;Número;Partido
KÁTIA SILVA DE OLIVEIRA;PROFESSORA KÁTIA OLIVEIRA;Deputado Federal;1385;PT
EDILAINE DANIEL CARVALHO;PROFESSORA LAINE DANIEL;Deputado Federal;7712;SOLIDARIEDADE
MARIA CÉLIA RODRIGUES PACHECO;PROFESSORA MARIA CÉLIA;Deputado Federal;1901;PODE
NOEMI MACHADO DE ALMEIDA;PROFESSORA NOEMI MACHADO;Deputado Federal;9073;PROS
PAULA DANIELA DE JESUS;PROFESSORA PAULA;Deputado Federal;5164;PATRIOTA
MARIA RACHEL OLIVEIRA BONFIM;PROFESSORA RACHEL;Deputado Federal;9008;PROS
SUELY APARECIDA ANTONIO;PROFESSORA SULA;Deputado Federal;1548;MDB
TEREZINHA MARIA DOS SANTOS;PROFESSORA TEREZA;Deputado Federal;4042;PSB
VERA LUCIA GOMES FERREIRA PALMEZANO;PROFESSORA VERA;Deputado Federal;4578;PSDB
MARCOS ANTONIO LELIS MOREIRA;PROMOTOR MARCOS LELIS;Deputado Federal;7004;AVANTE
RAFAEL ANGELO ABUD;RAFAEL ABUD;Deputado Federal;5149;PATRIOTA
RAFAEL DOS ANJOS SILVA;RAFAEL DOS ANJOS;Deputado Federal;3047;NOVO
RAFAEL CARLOS LABIAPARI GOMES;RAFAEL LABIAPARI;Deputado Federal;5191;PATRIOTA
RAFAEL ANTONIO DE SOUZA;RAFAEL PUTOVISKY;Deputado Federal;1299;PDT
RAFAEL ALMEIDA PRADO VALENTIM;RAFAEL VALENTIM;Deputado Federal;1403;PTB
RAIMUNDO NONATO PEREIRA DOS SANTOS;RAIMUNDO NONATO;Deputado Federal;2826;PRTB
RALF SANTOS NAURE;RALF NAURE;Deputado Federal;4388;PV
RAMIRO ALVES DA ROCHA CRUZ JUNIOR;RAMIRO DOS CAMINHONEIROS;Deputado Federal;2225;PL
SEVERINO DOS RAMOS SANTOS SILVA;RAMOS;Deputado Federal;3600;AGIR
RAQUEL VIEIRA DOS SANTOS;RAQUEL VIEIRA;Deputado Federal;4453;UNIÃO
RAUL CAMPOS NASCIMENTO;RAUL PRÓ GUARULHOS;Deputado Federal;5001;PSOL
REBECA GADI TEIXEIRA DA SILVA;REBECA GADE;Deputado Federal;1079;REPUBLICANOS
MARIA REGINA LEME PRADO;REGINA ENFERMEIRA;Deputado Federal;4550;PSDB
MARIA REGINA MENDES FERREIRA;REGINA FERREIRA;Deputado Federal;1207;PDT
MARIA REGINA GONÇALVES;REGINA GONÇALVES;Deputado Federal;4343;PV
REGINA APARECIDA DOS SANTOS SILVA;REGINA SILVA;Deputado Federal;9036;PROS
REGINALDO ARAUJO SENA;REGINALDO SENA;Deputado Federal;7772;SOLIDARIEDADE
REINALDO DE SOUZA ALGUZ;REINALDO ALGUZ;Deputado Federal;4436;UNIÃO
REINALDO MONTEIRO DA SILVA;REINALDO MONTEIRO;Deputado Federal;4427;UNIÃO
REINALDO GUIMARÃES MOTA;REINALDO MOTA;Deputado Federal;5116;PATRIOTA
REINALDO ADRIANO DO CARMO;REINALDO UBER;Deputado Federal;3399;PMN
RENAN ELIAS GODINHO;RENAN GODINHO;Deputado Federal;1907;PODE
RENATA HELLMEISTER DE ABREU MELO;RENATA ABREU;Deputado Federal;1919;PODE
RENATA BANHARA PEIXOTO MARCONDES;RENATA BANHARA;Deputado Federal;1084;REPUBLICANOS
RENATA ODETTE DE MELLO;RENATA MELLO POKAS;Deputado Federal;1992;PODE
RENATA CARVALHO RIBEIRO GIMENEZ;RENATA RIBEIRO;Deputado Federal;2839;PRTB
RENATA SIMONETTI ALVES MARCHETTI;RENATA SIMONETTI;Deputado Federal;1006;REPUBLICANOS
RENATO RAMOS DE SOUZA;RENATINHO SE LIGUE;Deputado Federal;4023;PSB
RENATO BENEDUCI ASSAD;RENATO BANCADA ANTICAPITALISTA;Deputado Federal;1611;PSTU
RENATO MOTTA BICUDO GUIMARÃES E SILVA;RENATO BICUDO;Deputado Federal;3058;NOVO
RENATO DISSEI;RENATO DISSEI;Deputado Federal;1160;PP
RENATO CARVALHO DONATO;RENATO DONATO;Deputado Federal;4034;PSB
RENATO TADEU DE OLIVEIRA PAIVA;RENATO PAIVA;Deputado Federal;5559;PSD
RENATO TAMAIO DE SOUZA;RENATO TAMAIO;Deputado Federal;1470;PTB
RENATO TAROCO;RENATO TAROCO;Deputado Federal;1005;REPUBLICANOS
RENE ROSA;RENE DO RAP;Deputado Federal;3656;AGIR
JOSÉ ANTONIO DE GÓES FILHO;REVERENDO JOSÉ GÓES;Deputado Federal;5112;PATRIOTA
RIBAMAR ANTONIO DA SILVA;RIBAMAR SILVA;Deputado Federal;5519;PSD
RICARDO PEREIRA DO CARMO;RICARDO;Deputado Federal;9031;PROS
RICARDO DE DEUS ANDRADE;RICARDO ANDRADE;Deputado Federal;3671;AGIR
RICARDO DUREGGER;RICARDO DUREGGER;Deputado Federal;9019;PROS
RICARDO FASSIO CAVALCANTE CUNHA;RICARDO FÁSSIO;Deputado Federal;3613;AGIR
RICARDO MAGNUS OSÓRIO GALVÃO;RICARDO GALVÃO;Deputado Federal;1877;REDE
RICARDO HOLZ VIDAL DOS SANTOS;RICARDO HOLZ;Deputado Federal;1978;PODE
RICARDO IZAR JUNIOR;RICARDO IZAR;Deputado Federal;1011;REPUBLICANOS
RICARDO KANAAN MARIANO DE ALMEIDA;RICARDO KANAAN;Deputado Federal;1543;MDB
RICARDO BRUNO MELENCHON;RICARDO MELENCHON VIVA VERDE;Deputado Federal;4334;PV
RICARDO JORGE MUTRAN;RICARDO MUTRAN;Deputado Federal;1124;PP
RICARDO DE CAMPOS RAMOS;RICARDO RAMOS;Deputado Federal;3090;NOVO
RICARDO DE AQUINO SALLES;RICARDO SALLES;Deputado Federal;2250;PL
RICARDO AUGUSTO MACHADO DA SILVA;RICARDO SILVA;Deputado Federal;5512;PSD
JOSÉ RICARDO ALVARENGA TRIPOLI;RICARDO TRIPOLI;Deputado Federal;4565;PSDB
RICARDO GUILGER DE LIMA;RICARDO TROVÃO;Deputado Federal;3531;PMB
RICHARD PORTO DE ROSA;RICHARD DE ROSA;Deputado Federal;4501;PSDB
RITA DE CASSIA BORGES DOS SANTOS GUEDES;RITA GUEDES;Deputado Federal;2236;PL
RITA DE CASSIA TRINCA PASSOS;RITA PASSOS;Deputado Federal;1044;REPUBLICANOS
RIVALDO DOS SANTOS SILVA;RIVA;Deputado Federal;2979;PCO
RIVANDA OLIVEIRA RIELI;RIVANDA RIELI;Deputado Federal;4056;PSB
ROSÂNGELA MARIA RIZZOLO CAMOLESE;RÔ CAMOLESE;Deputado Federal;4577;PSDB
ROSANGELA CARDOSO;RO CARDOSO;Deputado Federal;3540;PMB
ROBERTA CRISTINA RONCADA GASPAR;ROBERTA GASPAR;Deputado Federal;1483;PTB
ROBERTA KELLY SILVA FLORENCIO;ROBERTA KELLY;Deputado Federal;2713;DC
ROBERTO MOREIRA DE SOUZA;ROBERTINHO DO ÓCULOS;Deputado Federal;2333;CIDADANIA
BENEDITO ROBERTO ALVES FERREIRA;ROBERTO ALVES;Deputado Federal;1078;REPUBLICANOS
EUCLIDES ROBERTO FERREIRA;ROBERTO BRASIL;Deputado Federal;1969;PODE
JOÃO ROBERTO TRINDADE;ROBERTO BUJUTSU;Deputado Federal;2806;PRTB
ROBERTO ALVES DE LUCENA;ROBERTO DE LUCENA;Deputado Federal;1099;REPUBLICANOS
ROBERTO PIRES;ROBERTO PIRES;Deputado Federal;1056;REPUBLICANOS
ROBERTO RUFCA DE OLIVEIRA;ROBERTO RUFCA;Deputado Federal;1545;MDB
ROBSON DE LIMA;ROBSON LIMA;Deputado Federal;3668;AGIR
ROBSON INACIO GOMES;ROBSON PENTECOSTE;Deputado Federal;3617;AGIR
ROBSON JOSE DOS SANTOS;ROBSON SANTOS;Deputado Federal;7779;SOLIDARIEDADE
ROBSON SILVÉRIO DA SILVA;ROBSON SILVÉRIO;Deputado Federal;5066;PSOL
JOSÉ EDINALDO DE OLIVEIRA;ROCHINHA;Deputado Federal;5150;PATRIOTA
RODOLFO FRANCISCO DE SOUZA;RODOLFO DESPACHANTE;Deputado Federal;2080;PSC
ADEMIR RODRIGO DA LUZ;RODRIGÃO DOS TRAVESSOS;Deputado Federal;3602;AGIR
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA;RODRIGO AGOSTINHO;Deputado Federal;4015;PSB
RODRIGO PIERNAS ANDOLFATO;RODRIGO ANDOLFATO;Deputado Federal;1423;PTB
RODRIGO ALMEIDA PASSOS;RODRIGO AP;Deputado Federal;4057;PSB
RODRIGO GAMBALE VIEIRA;RODRIGO GAMBALE;Deputado Federal;1977;PODE
RODRIGO ANDRADE BENUZZI DA LUZ;RODRIGO LUZ;Deputado Federal;3091;NOVO
RODRIGO ADRIANO DA SILVA;RODRIGO RAS;Deputado Federal;4467;UNIÃO
RODRIGUES MARQUES DE FIGUEIREDO;RODRIGO RODRIGUES;Deputado Federal;2055;PSC
RODRIGO TAVANO;RODRIGO TAVANO;Deputado Federal;3050;NOVO
RODRIGO TAVARES DA SILVA;RODRIGO TAVARES;Deputado Federal;2877;PRTB
AIRTON RODRIGUES DE OLIVEIRA;RODRIGUES;Deputado Federal;3376;PMN
ROGE BAUDICHON;ROGE BAUDICHON;Deputado Federal;1110;PP
ROGERIA MARIA DE FREITAS;ROGERIA FREITAS;Deputado Federal;1103;PP
ROGÉRIO DOS SANTOS GOMES;ROGERIO;Deputado Federal;2802;PRTB
ROGERIO XAVIER FRANÇA;ROGERIO FRANÇA;Deputado Federal;2003;PSC
ROGÉRIO COELHO GRAFT;ROGÉRIO GRAFT;Deputado Federal;5144;PATRIOTA
ROGÉRIO DE JESUS PAES;ROGÉRIO MILAGRE;Deputado Federal;7085;AVANTE
ROGERIO STRACIALANO PARADA;ROGERIO PARADA;Deputado Federal;2822;PRTB
ROGÉRIO BATTISTETTI MARTINS RODRIGUES;ROGÉRIO RODRIGUES;Deputado Federal;7058;AVANTE
JOÃO ROGÉRIO RODRIGUES VICARI;ROGERIO VICARI;Deputado Federal;4563;PSDB
ROMÉRIO MOURA DA FONSECA;ROMÁRIO;Deputado Federal;9009;PROS
ROMÁRIO SANTOS ALVES;ROMÁRIO SANTOS;Deputado Federal;3317;PMN
RONALDO PEREIRA COSTA;RONALDO MOSCOU;Deputado Federal;5117;PATRIOTA
RONEY CARLOS CARDOSO;RONEY CARDOSO;Deputado Federal;7018;AVANTE
ROSA ALVES CARDOSO;ROSA CARDOSO;Deputado Federal;1928;PODE
ROSALINA SONIA DOS SANTOS;ROSA DA AMBULÂNCIA;Deputado Federal;2216;PL
MARIA ROSA GUSMÃO RODRIGUES;ROSA GUSMÃO;Deputado Federal;5173;PATRIOTA
ROSANA DE OLIVEIRA VALLE;ROSANA VALLE;Deputado Federal;2227;PL
ROSANGELA MARIA WOLFF DE QUADROS MORO;ROSÂNGELA MORO;Deputado Federal;4400;UNIÃO
ROSÂNGELA SILVA DOS SANTOS;ROSÂNGELA SANTOS;Deputado Federal;1321;PT
ROSANGELA DA SILVA BATISTA;ROSANGELA SILVA;Deputado Federal;7065;AVANTE
ROSELI DE PAULA SILVA DE SOUZA;ROSE;Deputado Federal;7021;AVANTE
ROSEMEIRE MARQUES RIBEIRO ARCHANGELO;ROSE ARCHANGELO;Deputado Federal;5005;PSOL
ROSEMEIRE SANTIAGO;ROSE DO CERVI - A PRÓ VIDA DE;Deputado Federal;2868;PRTB
ROSEMEIRE MARTINS DE CARVALHO;ROSEMEIRE MARTINS;Deputado Federal;1480;PTB
ROSSIELI SOARES DA SILVA;ROSSIELI SOARES;Deputado Federal;4567;PSDB
WAGNER RUBINELLI;RUBINELLI;Deputado Federal;4064;PSB
RUBENS DE ALMEIDA;RUBINHO DO IPIRANGA;Deputado Federal;7057;AVANTE
RUBENS ALBERTO GATTI NUNES;RUBINHO NUNES;Deputado Federal;4455;UNIÃO
RUI GOETHE DA COSTA FALCÃO;RUI FALCÃO;Deputado Federal;1313;PT
SILVINO ROQUE NETO;RUSSO;Deputado Federal;3331;PMN
RUTE APARECIDA LEITE RIPARI;RUTE RIPARI;Deputado Federal;1223;PDT
EDUARDO DADE SALLUM;SALLUM;Deputado Federal;1341;PT
SALOMÃO PEREIRA DA SILVA;SALOMÃO;Deputado Federal;2205;PL
SÂMIA DE SOUZA BOMFIM;SÂMIA BOMFIM;Deputado Federal;5000;PSOL
SAMUEL DE OLIVEIRA BARBOSA;SAMUEL BARBOSA;Deputado Federal;1102;PP
SAMUEL MOREIRA DA SILVA JUNIOR;SAMUEL MOREIRA;Deputado Federal;4580;PSDB
EDUARDO SANASSAR FONSECA;SANAZAR;Deputado Federal;4448;UNIÃO
SANDRA CAMARINHO DE MACEDO;SANDRA MACEDO;Deputado Federal;3014;NOVO
SANDRA APARECIDA MADEU IDA;SANDRA MADEU;Deputado Federal;1367;PT
SANDRA CRISTINA DOS SANTOS SOARES;SANDRA PEQUENO LUCCA;Deputado Federal;4031;PSB
ALEXSANDRE SANTOS RAMOS;SANDRINHO SANTOS;Deputado Federal;7799;SOLIDARIEDADE
ALEXSSANDRO BUSSOLA;SANDRO BUSSOLA;Deputado Federal;4523;PSDB
ALESSANDRO SOUSA DA SILVA;SANDRO DO PROS;Deputado Federal;9057;PROS
SANDRO FERREIRA DE SOUZA;SANDRO FERREIRA;Deputado Federal;3371;PMN
RAFAEL PACHECO ALQUEZAR;SANTO LEGALIZA;Deputado Federal;5042;PSOL
SARA JANE RONCOLATO ZANETTI;SARA JANE ZANETTI;Deputado Federal;1887;REDE
FRANCISCO ALEXANDRE FILHO;SARGENTO ALEXANDRE;Deputado Federal;1933;PODE
LUIS ANTONIO DE LIMA CLEMENTE;SARGENTO CLEMENTE;Deputado Federal;4431;UNIÃO
LUIZ EDUARDO DAMASCENO;SARGENTO DAMASCENO;Deputado Federal;2879;PRTB
ELAINE CRISTINA DO NASCIMENTO;SARGENTO ELAINE;Deputado Federal;1082;REPUBLICANOS
FÁBIO AUGUSTO PESCINELLI;SARGENTO FABIO KOJAK;Deputado Federal;9006;PROS
EDSON FAGUNDES DE OLIVEIRA;SARGENTO FAGUNDES;Deputado Federal;3555;PMB
ISRAEL NANTES SANTOS;SARGENTO NANTES;Deputado Federal;1112;PP
NELIO FERNANDO DOS REIS;SARGENTO NELIO REIS;Deputado Federal;1401;PTB
JOÃO BATISTA DE OLIVEIRA;SARGENTO OLIVEIRINHA;Deputado Federal;4538;PSDB
RICARDO DA CRUZ FERNANDES;SARGENTO RICARDO CRUZ;Deputado Federal;2231;PL
PAULO ROBERTO ROSENO JUNIOR;SARGENTO ROSENO;Deputado Federal;2852;PRTB
ANDERSON ALVES SIMÕES;SARGENTO SIMÕES;Deputado Federal;7099;AVANTE
WASHINGTON LUIZ BEZERRA DA SILVA;SARGENTO WASHINGTON;Deputado Federal;2801;PRTB
SAULO GOES DE ALBUQUERQUE;SAULO GOES;Deputado Federal;3678;AGIR
SAULO PEDROSO DE SOUZA;SAULO PEDROSO;Deputado Federal;5515;PSD
SELMA RODRIGUES DANTAS MUNHOZ;SELMA DANTAS;Deputado Federal;1407;PTB
SELMA SANTOS GAMA MARTINS;SELMA GAMA;Deputado Federal;9032;PROS
ROBERTO SELMER JÚNIOR;SELMER;Deputado Federal;2767;DC
SERGIO ROBERTO RIBEIRO DOS SANTOS;SERGINHO;Deputado Federal;4009;PSB
SERGIO NASCIMENTO DE CAMARGO;SERGIO CAMARGO;Deputado Federal;2204;PL
SERGIO KHODOR CURY;SERGIO CURY;Deputado Federal;5189;PATRIOTA
SÉRGIO DA SILVA GRILLO;SERGIO GRILLO;Deputado Federal;1828;REDE
SÉRGIO AUGUSTO SILVA;SERGIO MAGNUM DA FARMÁCIA;Deputado Federal;5133;PATRIOTA
SEVERINO FRANCISCO DA COSTA;SEVERA BARBEIRO;Deputado Federal;4098;PSB
SIDNEY JOTA CARNEIRO;SIDNEY CARNEIRO;Deputado Federal;2853;PRTB
SIDNEY LUIZ DA CRUZ;SIDNEY CRUZ;Deputado Federal;7702;SOLIDARIEDADE
SIDNEY CARVALHO ELIAS;SIDNEY ELIAS;Deputado Federal;3080;NOVO
SILVANA MENK PINTO;SIL MENK;Deputado Federal;1430;PTB
SILAS ALVES FEITOSA;SILAS FEITOSA;Deputado Federal;2812;PRTB
SILÉA BENEDETTI DE MACEDO PEDROSO;SILÉA BENEDETTI;Deputado Federal;7774;SOLIDARIEDADE
SILVANA MENDES MUSQUEIRA;SILVANA MENDES MUSQUEIRA;Deputado Federal;2018;PSC
SILVIA MIRANDA NAGATA;SÍLVIA NAGATA;Deputado Federal;1948;PODE
